"Title: Health Insurance Coverage of Females 19-64 | KFF"
"Timeframe: 2010"
"Location","Employer","Non-Group","Medicaid","Medicare","Military","Uninsured","Total",Footnotes
"United States","0.589","0.065","0.121","0.018","0.015","0.192","1.000","1"
"Alabama","0.575","0.063","0.115","0.032","0.021","0.194","1.000"
"Alaska","0.581","0.032","0.105","0.014","0.063","0.205","1.000"
"Arizona","0.529","0.065","0.171","0.016","0.018","0.201","1.000"
"Arkansas","0.522","0.058","0.117","0.041","0.019","0.244","1.000"
"California","0.540","0.080","0.131","0.012","0.010","0.225","1.000"
"Colorado","0.599","0.094","0.088","0.013","0.024","0.182","1.000"
"Connecticut","0.679","0.061","0.130","0.019","0.007","0.104","1.000"
"Delaware","0.629","0.046","0.172","0.026","0.015","0.112","1.000"
"District of Columbia","0.621","0.059","0.230","0.010","0.008","0.072","1.000"
"Florida","0.516","0.075","0.097","0.021","0.019","0.271","1.000"
"Georgia","0.561","0.059","0.089","0.021","0.023","0.248","1.000"
"Hawaii","0.662","0.068","0.123","0.012","0.050","0.085","1.000"
"Idaho","0.560","0.103","0.072","0.016","0.014","0.234","1.000"
"Illinois","0.617","0.062","0.125","0.016","0.005","0.175","1.000"
"Indiana","0.618","0.058","0.105","0.025","0.007","0.187","1.000"
"Iowa","0.668","0.080","0.114","0.012","0.006","0.118","1.000"
"Kansas","0.640","0.072","0.071","0.017","0.024","0.177","1.000"
"Kentucky","0.564","0.056","0.130","0.030","0.018","0.201","1.000"
"Louisiana","0.525","0.066","0.129","0.022","0.014","0.244","1.000"
"Maine","0.574","0.059","0.204","0.019","0.019","0.125","1.000"
"Maryland","0.675","0.062","0.099","0.015","0.019","0.130","1.000"
"Massachusetts","0.680","0.066","0.193","0.012","0.004","0.045","1.000"
"Michigan","0.608","0.057","0.153","0.021","0.005","0.155","1.000"
"Minnesota","0.671","0.081","0.130","0.015","0.006","0.097","1.000"
"Mississippi","0.517","0.049","0.145","0.029","0.018","0.242","1.000"
"Missouri","0.616","0.068","0.102","0.023","0.015","0.176","1.000"
"Montana","0.565","0.103","0.072","0.023","0.024","0.212","1.000"
"Nebraska","0.641","0.093","0.077","0.012","0.022","0.154","1.000"
"Nevada","0.580","0.057","0.066","0.016","0.018","0.264","1.000"
"New Hampshire","0.698","0.055","0.075","0.021","0.009","0.141","1.000"
"New Jersey","0.672","0.051","0.102","0.015","0.003","0.157","1.000"
"New Mexico","0.489","0.064","0.149","0.016","0.023","0.258","1.000"
"New York","0.609","0.049","0.185","0.016","0.004","0.137","1.000"
"North Carolina","0.556","0.070","0.107","0.025","0.029","0.213","1.000"
"North Dakota","0.673","0.104","0.063","0.012","0.030","0.118","1.000"
"Ohio","0.637","0.050","0.131","0.022","0.007","0.152","1.000"
"Oklahoma","0.552","0.058","0.092","0.026","0.022","0.249","1.000"
"Oregon","0.575","0.085","0.100","0.018","0.010","0.214","1.000"
"Pennsylvania","0.652","0.066","0.131","0.019","0.005","0.126","1.000"
"Rhode Island","0.635","0.051","0.147","0.014","0.014","0.139","1.000"
"South Carolina","0.557","0.052","0.117","0.027","0.026","0.220","1.000"
"South Dakota","0.616","0.112","0.073","0.014","0.029","0.157","1.000"
"Tennessee","0.566","0.065","0.143","0.026","0.021","0.179","1.000"
"Texas","0.534","0.050","0.083","0.015","0.018","0.299","1.000"
"Utah","0.637","0.072","0.081","0.011","0.014","0.186","1.000"
"Vermont","0.616","0.065","0.211","0.015","0.012","0.081","1.000"
"Virginia","0.642","0.064","0.063","0.022","0.048","0.160","1.000"
"Washington","0.606","0.076","0.107","0.014","0.025","0.172","1.000"
"West Virginia","0.570","0.036","0.142","0.035","0.011","0.206","1.000"
"Wisconsin","0.661","0.057","0.158","0.012","0.008","0.105","1.000"
"Wyoming","0.630","0.078","0.060","0.020","0.024","0.189","1.000"
"Puerto Rico","0.346","0.096","0.429","0.041","0.004","0.085","1.000"

"Notes"
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates.   "
""
"The ACS asks respondents about their health insurance coverage at the time of the survey. Respondents may report having more than one type of coverage; however, individuals are sorted into only one category of insurance coverage. See definitions for more detail on coverage type."
""
"Data may not sum to totals due to rounding."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."

"Definitions"
"The ACS asks respondents about their health insurance coverage throughout the previous calendar year. Respondents may report having more than one type of coverage. In this analysis, individuals are sorted into only one category of insurance coverage using the following hierarchy:"
""
"*Employer*: Includes those covered by employer-sponsored coverage either through their own job or as a dependent in the same household."
""
"*Non-Group*: Includes individuals and families that purchased or are covered as a dependent by non-group insurance."
""
"*Medicaid-only*: Includes those covered by Medicaid, Medical Assistance, Children's Health Insurance Plan (CHIP) or any kind of government-assistance plan for those with low incomes or a disability, as well as those who have both Medicaid and another type of coverage, such as dual eligibles who are also covered by Medicare."
""
"*Medicare*: Includes all tose covered as nonelderly Medicare enrollees, except those with employer-sponsored insurance and full-time work."
""
"*Military*: Includes those covered under the military or Veterans Administration."
""
"*Uninsured*: Includes those without health insurance and those who have coverage under the Indian Health Service only."
""
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."


Footnotes
"1. US total excludes Puerto Rico."
