"Title: Health Insurance Coverage of Females 19-64 | KFF"
"Timeframe: 2008"
"Location","Employer","Non-Group","Medicaid","Medicare","Military","Uninsured","Total",Footnotes
"United States","0.625","0.067","0.095","0.020","0.013","0.179","1.000","1"
"Alabama","0.613","0.064","0.089","0.036","0.019","0.179","1.000"
"Alaska","0.595","0.037","0.067","0.011","0.055","0.235","1.000"
"Arizona","0.558","0.073","0.128","0.021","0.017","0.204","1.000"
"Arkansas","0.542","0.067","0.089","0.036","0.014","0.252","1.000"
"California","0.573","0.086","0.109","0.016","0.009","0.207","1.000"
"Colorado","0.623","0.096","0.058","0.014","0.022","0.187","1.000"
"Connecticut","0.721","0.052","0.102","0.018","0.005","0.101","1.000"
"Delaware","0.681","0.048","0.127","0.019","0.015","0.110","1.000"
"District of Columbia","0.628","0.070","0.214","0.008","N/A","0.074","1.000"
"Florida","0.564","0.077","0.067","0.023","0.019","0.251","1.000"
"Georgia","0.600","0.064","0.069","0.022","0.023","0.223","1.000"
"Hawaii","0.727","0.054","0.078","0.012","0.052","0.077","1.000"
"Idaho","0.588","0.101","0.053","0.020","0.018","0.221","1.000"
"Illinois","0.655","0.062","0.106","0.016","0.006","0.155","1.000"
"Indiana","0.663","0.058","0.083","0.020","0.007","0.169","1.000"
"Iowa","0.700","0.087","0.084","0.014","0.006","0.109","1.000"
"Kansas","0.684","0.074","0.053","0.016","0.017","0.155","1.000"
"Kentucky","0.605","0.058","0.109","0.032","0.016","0.180","1.000"
"Louisiana","0.553","0.073","0.105","0.021","0.013","0.235","1.000"
"Maine","0.592","0.061","0.186","0.021","0.020","0.121","1.000"
"Maryland","0.717","0.059","0.060","0.016","0.017","0.132","1.000"
"Massachusetts","0.724","0.067","0.152","0.016","0.004","0.038","1.000"
"Michigan","0.655","0.059","0.124","0.022","0.005","0.135","1.000"
"Minnesota","0.709","0.076","0.101","0.016","0.005","0.092","1.000"
"Mississippi","0.553","0.058","0.116","0.033","0.017","0.222","1.000"
"Missouri","0.644","0.069","0.087","0.023","0.013","0.166","1.000"
"Montana","0.578","0.098","0.061","0.023","0.022","0.219","1.000"
"Nebraska","0.687","0.093","0.062","0.016","0.013","0.129","1.000"
"Nevada","0.630","0.056","0.042","0.021","0.015","0.237","1.000"
"New Hampshire","0.723","0.051","0.059","0.018","0.010","0.140","1.000"
"New Jersey","0.707","0.051","0.076","0.020","0.003","0.144","1.000"
"New Mexico","0.512","0.060","0.118","0.019","0.021","0.271","1.000"
"New York","0.641","0.054","0.151","0.019","0.004","0.131","1.000"
"North Carolina","0.601","0.072","0.085","0.026","0.024","0.191","1.000"
"North Dakota","0.676","0.098","0.068","0.016","0.037","0.105","1.000"
"Ohio","0.672","0.052","0.105","0.019","0.007","0.145","1.000"
"Oklahoma","0.571","0.055","0.078","0.026","0.023","0.247","1.000"
"Oregon","0.620","0.094","0.067","0.018","0.008","0.194","1.000"
"Pennsylvania","0.689","0.070","0.103","0.022","0.005","0.111","1.000"
"Rhode Island","0.686","0.051","0.111","0.026","0.010","0.117","1.000"
"South Carolina","0.587","0.058","0.095","0.033","0.023","0.203","1.000"
"South Dakota","0.640","0.109","0.083","0.011","0.023","0.135","1.000"
"Tennessee","0.607","0.066","0.119","0.024","0.017","0.166","1.000"
"Texas","0.554","0.057","0.061","0.018","0.018","0.293","1.000"
"Utah","0.671","0.076","0.058","0.014","0.011","0.170","1.000"
"Vermont","0.649","0.060","0.169","0.011","0.005","0.105","1.000"
"Virginia","0.680","0.061","0.055","0.021","0.041","0.142","1.000"
"Washington","0.638","0.084","0.089","0.021","0.024","0.144","1.000"
"West Virginia","0.597","0.033","0.101","0.037","0.013","0.218","1.000"
"Wisconsin","0.702","0.057","0.114","0.017","0.007","0.102","1.000"
"Wyoming","0.624","0.080","0.054","0.018","0.023","0.200","1.000"
"Puerto Rico","0.382","0.093","0.405","0.038","0.002","0.080","1.000"

"Notes"
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates.   "
""
"The ACS asks respondents about their health insurance coverage at the time of the survey. Respondents may report having more than one type of coverage; however, individuals are sorted into only one category of insurance coverage. See definitions for more detail on coverage type."
""
"Data may not sum to totals due to rounding."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."

"Definitions"
"The ACS asks respondents about their health insurance coverage throughout the previous calendar year. Respondents may report having more than one type of coverage. In this analysis, individuals are sorted into only one category of insurance coverage using the following hierarchy:"
""
"*Employer*: Includes those covered by employer-sponsored coverage either through their own job or as a dependent in the same household."
""
"*Non-Group*: Includes individuals and families that purchased or are covered as a dependent by non-group insurance."
""
"*Medicaid-only*: Includes those covered by Medicaid, Medical Assistance, Children's Health Insurance Plan (CHIP) or any kind of government-assistance plan for those with low incomes or a disability, as well as those who have both Medicaid and another type of coverage, such as dual eligibles who are also covered by Medicare."
""
"*Medicare*: Includes all tose covered as nonelderly Medicare enrollees, except those with employer-sponsored insurance and full-time work."
""
"*Military*: Includes those covered under the military or Veterans Administration."
""
"*Uninsured*: Includes those without health insurance and those who have coverage under the Indian Health Service only."
""
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."


Footnotes
"1. US total excludes Puerto Rico."
