"Title: Health Insurance Coverage of Females 19-64 | KFF"
"Timeframe: 2016"
"Location","Employer","Non-Group","Medicaid","Medicare","Military","Uninsured","Total",Footnotes
"United States","0.592","0.093","0.173","0.021","0.015","0.106","1.000","1"
"Alabama","0.587","0.091","0.138","0.038","0.019","0.127","1.000"
"Alaska","0.548","0.052","0.149","0.013","0.059","0.179","1.000"
"Arizona","0.539","0.089","0.220","0.019","0.017","0.116","1.000"
"Arkansas","0.532","0.093","0.220","0.035","0.016","0.103","1.000"
"California","0.550","0.097","0.240","0.014","0.010","0.088","1.000"
"Colorado","0.600","0.104","0.171","0.015","0.024","0.085","1.000"
"Connecticut","0.639","0.083","0.194","0.017","0.007","0.059","1.000"
"Delaware","0.654","0.069","0.176","0.023","0.017","0.061","1.000"
"District of Columbia","0.602","0.086","0.260","0.008","0.008","0.036","1.000"
"Florida","0.509","0.145","0.136","0.024","0.020","0.166","1.000"
"Georgia","0.574","0.099","0.111","0.022","0.027","0.168","1.000"
"Hawaii","0.684","0.064","0.144","0.014","0.052","0.043","1.000"
"Idaho","0.577","0.137","0.105","0.020","0.014","0.147","1.000"
"Illinois","0.630","0.087","0.180","0.018","0.006","0.079","1.000"
"Indiana","0.637","0.077","0.154","0.025","0.008","0.099","1.000"
"Iowa","0.671","0.092","0.169","0.015","0.008","0.045","1.000"
"Kansas","0.653","0.104","0.090","0.019","0.025","0.108","1.000"
"Kentucky","0.560","0.066","0.263","0.039","0.017","0.055","1.000"
"Louisiana","0.534","0.096","0.200","0.024","0.013","0.132","1.000"
"Maine","0.593","0.108","0.172","0.019","0.018","0.090","1.000"
"Maryland","0.656","0.082","0.153","0.019","0.021","0.069","1.000"
"Massachusetts","0.651","0.069","0.237","0.012","0.005","0.026","1.000"
"Michigan","0.612","0.080","0.218","0.023","0.005","0.062","1.000"
"Minnesota","0.666","0.091","0.170","0.018","0.007","0.048","1.000"
"Mississippi","0.538","0.079","0.168","0.034","0.020","0.161","1.000"
"Missouri","0.628","0.105","0.101","0.035","0.014","0.118","1.000"
"Montana","0.558","0.132","0.170","0.017","0.024","0.099","1.000"
"Nebraska","0.662","0.114","0.081","0.013","0.017","0.113","1.000"
"Nevada","0.575","0.085","0.168","0.015","0.021","0.136","1.000"
"New Hampshire","0.695","0.077","0.112","0.025","0.009","0.082","1.000"
"New Jersey","0.662","0.074","0.146","0.021","0.004","0.093","1.000"
"New Mexico","0.475","0.076","0.294","0.024","0.026","0.105","1.000"
"New York","0.592","0.071","0.248","0.016","0.005","0.068","1.000"
"North Carolina","0.563","0.113","0.129","0.030","0.029","0.137","1.000"
"North Dakota","0.670","0.122","0.087","0.014","0.026","0.082","1.000"
"Ohio","0.631","0.067","0.206","0.026","0.008","0.063","1.000"
"Oklahoma","0.558","0.091","0.111","0.035","0.020","0.185","1.000"
"Oregon","0.571","0.106","0.220","0.020","0.008","0.076","1.000"
"Pennsylvania","0.637","0.090","0.179","0.024","0.005","0.064","1.000"
"Rhode Island","0.621","0.091","0.215","0.024","0.007","0.042","1.000"
"South Carolina","0.574","0.097","0.148","0.030","0.024","0.128","1.000"
"South Dakota","0.660","0.112","0.088","0.021","0.027","0.093","1.000"
"Tennessee","0.569","0.091","0.180","0.026","0.020","0.114","1.000"
"Texas","0.566","0.092","0.087","0.017","0.019","0.219","1.000"
"Utah","0.674","0.109","0.087","0.011","0.013","0.106","1.000"
"Vermont","0.615","0.080","0.249","0.015","N/A","0.037","1.000"
"Virginia","0.644","0.095","0.080","0.023","0.050","0.108","1.000"
"Washington","0.617","0.086","0.184","0.017","0.027","0.069","1.000"
"West Virginia","0.557","0.047","0.293","0.035","0.013","0.055","1.000"
"Wisconsin","0.669","0.091","0.152","0.017","0.009","0.062","1.000"
"Wyoming","0.633","0.107","0.095","0.013","0.030","0.122","1.000"
"Puerto Rico","0.307","0.099","0.482","0.040","0.004","0.068","1.000"

"Notes"
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates.   "
""
"The ACS asks respondents about their health insurance coverage at the time of the survey. Respondents may report having more than one type of coverage; however, individuals are sorted into only one category of insurance coverage. See definitions for more detail on coverage type."
""
"Data may not sum to totals due to rounding."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."

"Definitions"
"The ACS asks respondents about their health insurance coverage throughout the previous calendar year. Respondents may report having more than one type of coverage. In this analysis, individuals are sorted into only one category of insurance coverage using the following hierarchy:"
""
"*Employer*: Includes those covered by employer-sponsored coverage either through their own job or as a dependent in the same household."
""
"*Non-Group*: Includes individuals and families that purchased or are covered as a dependent by non-group insurance."
""
"*Medicaid-only*: Includes those covered by Medicaid, Medical Assistance, Children's Health Insurance Plan (CHIP) or any kind of government-assistance plan for those with low incomes or a disability, as well as those who have both Medicaid and another type of coverage, such as dual eligibles who are also covered by Medicare."
""
"*Medicare*: Includes all tose covered as nonelderly Medicare enrollees, except those with employer-sponsored insurance and full-time work."
""
"*Military*: Includes those covered under the military or Veterans Administration."
""
"*Uninsured*: Includes those without health insurance and those who have coverage under the Indian Health Service only."
""
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."


Footnotes
"1. US total excludes Puerto Rico."
