"Title: Health Insurance Coverage of Females 19-64 | KFF"
"Timeframe: 2018"
"Location","Employer","Non-Group","Medicaid","Medicare","Military","Uninsured","Total",Footnotes
"United States","0.602","0.083","0.170","0.020","0.015","0.110","1.000","1"
"Alabama","0.588","0.075","0.137","0.036","0.025","0.139","1.000"
"Alaska","0.556","0.054","0.176","N/A","0.062","0.136","1.000"
"Arizona","0.555","0.074","0.200","0.020","0.018","0.134","1.000"
"Arkansas","0.534","0.081","0.237","0.036","0.012","0.100","1.000"
"California","0.562","0.095","0.235","0.013","0.010","0.086","1.000"
"Colorado","0.619","0.093","0.162","0.016","0.024","0.086","1.000"
"Connecticut","0.650","0.076","0.192","0.015","0.006","0.062","1.000"
"Delaware","0.630","0.060","0.209","0.023","0.014","0.063","1.000"
"District of Columbia","0.613","0.094","0.247","N/A","0.007","0.032","1.000"
"Florida","0.526","0.137","0.122","0.022","0.020","0.174","1.000"
"Georgia","0.592","0.077","0.107","0.022","0.026","0.177","1.000"
"Hawaii","0.679","0.067","0.148","0.011","0.057","0.038","1.000"
"Idaho","0.589","0.123","0.094","0.017","0.019","0.158","1.000"
"Illinois","0.644","0.075","0.168","0.017","0.006","0.090","1.000"
"Indiana","0.650","0.064","0.154","0.024","0.007","0.101","1.000"
"Iowa","0.674","0.073","0.175","0.014","0.007","0.057","1.000"
"Kansas","0.667","0.079","0.095","0.019","0.025","0.115","1.000"
"Kentucky","0.572","0.056","0.255","0.034","0.016","0.067","1.000"
"Louisiana","0.527","0.070","0.267","0.025","0.017","0.094","1.000"
"Maine","0.609","0.098","0.157","0.019","0.018","0.099","1.000"
"Maryland","0.660","0.070","0.162","0.018","0.020","0.070","1.000"
"Massachusetts","0.651","0.074","0.229","0.011","0.005","0.030","1.000"
"Michigan","0.620","0.070","0.218","0.024","0.005","0.063","1.000"
"Minnesota","0.693","0.073","0.168","0.015","0.007","0.044","1.000"
"Mississippi","0.552","0.071","0.162","0.031","0.017","0.166","1.000"
"Missouri","0.645","0.080","0.110","0.030","0.015","0.121","1.000"
"Montana","0.571","0.111","0.182","0.017","0.024","0.094","1.000"
"Nebraska","0.672","0.089","0.090","0.014","0.022","0.112","1.000"
"Nevada","0.581","0.069","0.168","0.018","0.023","0.141","1.000"
"New Hampshire","0.705","0.066","0.126","0.031","0.010","0.062","1.000"
"New Jersey","0.676","0.072","0.140","0.018","0.004","0.090","1.000"
"New Mexico","0.466","0.065","0.310","0.022","0.021","0.116","1.000"
"New York","0.602","0.072","0.245","0.017","0.004","0.060","1.000"
"North Carolina","0.586","0.092","0.125","0.026","0.030","0.141","1.000"
"North Dakota","0.670","0.101","0.096","0.027","0.025","0.081","1.000"
"Ohio","0.629","0.061","0.205","0.023","0.008","0.075","1.000"
"Oklahoma","0.572","0.083","0.107","0.030","0.021","0.186","1.000"
"Oregon","0.588","0.089","0.204","0.018","0.012","0.089","1.000"
"Pennsylvania","0.650","0.075","0.185","0.021","0.006","0.063","1.000"
"Rhode Island","0.640","0.068","0.215","0.020","0.011","0.046","1.000"
"South Carolina","0.572","0.088","0.147","0.028","0.027","0.138","1.000"
"South Dakota","0.659","0.108","0.089","0.015","0.025","0.104","1.000"
"Tennessee","0.573","0.079","0.170","0.028","0.021","0.128","1.000"
"Texas","0.568","0.080","0.088","0.016","0.018","0.229","1.000"
"Utah","0.669","0.114","0.083","0.013","0.014","0.107","1.000"
"Vermont","0.635","0.083","0.209","0.021","N/A","0.044","1.000"
"Virginia","0.652","0.083","0.085","0.025","0.050","0.105","1.000"
"Washington","0.630","0.074","0.178","0.015","0.022","0.080","1.000"
"West Virginia","0.560","0.046","0.266","0.037","0.011","0.080","1.000"
"Wisconsin","0.685","0.078","0.144","0.016","0.007","0.070","1.000"
"Wyoming","0.640","0.111","0.082","0.014","0.021","0.132","1.000"
"Puerto Rico","0.304","0.100","0.485","0.037","0.006","0.068","1.000"

"Notes"
"The majority of our health coverage topics are based on analysis of the Census Bureau’s American Community Survey (ACS) by KFF. ACS includes a 1% sample of the US population and allows for precise state-level estimates.   "
""
"The ACS asks respondents about their health insurance coverage at the time of the survey. Respondents may report having more than one type of coverage; however, individuals are sorted into only one category of insurance coverage. See definitions for more detail on coverage type."
""
"Data may not sum to totals due to rounding."

"Sources"
"KFF estimates based on the 2008-2019 American Community Survey, 1-Year Estimates."

"Definitions"
"The ACS asks respondents about their health insurance coverage throughout the previous calendar year. Respondents may report having more than one type of coverage. In this analysis, individuals are sorted into only one category of insurance coverage using the following hierarchy:"
""
"*Employer*: Includes those covered by employer-sponsored coverage either through their own job or as a dependent in the same household."
""
"*Non-Group*: Includes individuals and families that purchased or are covered as a dependent by non-group insurance."
""
"*Medicaid-only*: Includes those covered by Medicaid, Medical Assistance, Children's Health Insurance Plan (CHIP) or any kind of government-assistance plan for those with low incomes or a disability, as well as those who have both Medicaid and another type of coverage, such as dual eligibles who are also covered by Medicare."
""
"*Medicare*: Includes all tose covered as nonelderly Medicare enrollees, except those with employer-sponsored insurance and full-time work."
""
"*Military*: Includes those covered under the military or Veterans Administration."
""
"*Uninsured*: Includes those without health insurance and those who have coverage under the Indian Health Service only."
""
"*N/A*: Estimates with relative standard errors greater than 30% are not provided."


Footnotes
"1. US total excludes Puerto Rico."
